               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.012963,           0.0090165,           0.0061932,             0.97398,             0.95909,             0.96898,             0.84325,           0.0057142,           0.0030008,          0.00066773,           0.0084556,           0.0084556,           0.0084556
                 158,            0.013586,           0.0089957,           0.0054109,              0.9734,             0.95966,             0.96898,             0.84365,           0.0057174,           0.0030004,          0.00066414,           0.0084457,           0.0084457,           0.0084457
                 159,            0.013472,           0.0090715,           0.0060105,             0.97395,             0.95933,              0.9687,             0.84341,           0.0057147,           0.0029994,          0.00067621,           0.0084358,           0.0084358,           0.0084358
                 160,            0.014062,           0.0091813,           0.0053431,             0.97395,             0.95861,             0.96899,             0.84373,           0.0057126,           0.0029992,          0.00067988,           0.0084259,           0.0084259,           0.0084259
                 161,            0.013593,           0.0090831,           0.0059042,              0.9738,             0.95928,             0.96873,             0.84383,           0.0057129,           0.0029992,          0.00068747,            0.008416,            0.008416,            0.008416
                 162,            0.013594,           0.0090172,           0.0056547,             0.97378,             0.95889,             0.96898,             0.84401,           0.0057113,           0.0029981,          0.00068263,           0.0084061,           0.0084061,           0.0084061
                 163,            0.013003,           0.0091357,           0.0054947,             0.97559,             0.95816,             0.96877,             0.84444,           0.0057094,           0.0029973,          0.00068147,           0.0083962,           0.0083962,           0.0083962
                 164,             0.01314,           0.0090057,           0.0058773,              0.9748,             0.95883,             0.96879,             0.84451,           0.0057096,           0.0029964,          0.00067907,           0.0083863,           0.0083863,           0.0083863
                 165,            0.013006,           0.0090249,           0.0052879,               0.973,             0.96189,              0.9688,              0.8441,           0.0057075,           0.0029958,          0.00067762,           0.0083764,           0.0083764,           0.0083764
                 166,            0.012932,           0.0090859,            0.005775,             0.97328,             0.96158,             0.96883,             0.84412,           0.0057056,           0.0029951,          0.00067487,           0.0083665,           0.0083665,           0.0083665
                 167,            0.013066,           0.0089546,            0.005538,             0.97314,             0.96141,             0.96887,             0.84451,           0.0057038,           0.0029944,          0.00067341,           0.0083566,           0.0083566,           0.0083566
                 168,             0.01292,           0.0090146,           0.0056794,              0.9718,             0.96094,             0.96886,             0.84497,           0.0057008,           0.0029936,          0.00067558,           0.0083467,           0.0083467,           0.0083467
                 169,            0.013431,           0.0091166,            0.005808,             0.97234,             0.95969,             0.96887,             0.84461,           0.0056996,           0.0029927,          0.00067607,           0.0083368,           0.0083368,           0.0083368
                 170,            0.013739,           0.0092654,           0.0053463,             0.97187,             0.95991,             0.96892,             0.84485,           0.0056972,           0.0029922,          0.00067738,           0.0083269,           0.0083269,           0.0083269
                 171,            0.013425,           0.0090933,           0.0058003,             0.97213,             0.95969,             0.96893,             0.84521,           0.0056979,           0.0029917,          0.00068137,            0.008317,            0.008317,            0.008317
                 172,            0.013618,           0.0092439,           0.0053384,             0.97183,             0.95945,             0.96896,             0.84501,           0.0056993,           0.0029912,          0.00068403,           0.0083071,           0.0083071,           0.0083071
                 173,            0.012804,           0.0090741,           0.0051931,             0.97724,             0.95512,               0.969,             0.84494,           0.0057009,            0.002991,          0.00068451,           0.0082972,           0.0082972,           0.0082972
                 174,            0.012716,           0.0089384,           0.0061226,             0.97197,             0.95963,             0.96898,             0.84563,           0.0057009,           0.0029902,          0.00067912,           0.0082873,           0.0082873,           0.0082873
                 175,            0.013195,           0.0090016,           0.0057251,             0.97454,              0.9591,             0.96902,             0.84574,           0.0056991,             0.00299,          0.00067443,           0.0082774,           0.0082774,           0.0082774
                 176,            0.013689,           0.0090652,           0.0055726,             0.97685,             0.95618,             0.96901,             0.84554,           0.0056993,             0.00299,          0.00066904,           0.0082675,           0.0082675,           0.0082675
                 177,            0.013297,           0.0089871,           0.0058157,             0.97722,             0.95602,             0.96909,               0.846,            0.005697,           0.0029895,          0.00066129,           0.0082576,           0.0082576,           0.0082576
                 178,            0.013258,           0.0090062,           0.0058085,             0.97428,             0.95879,              0.9691,             0.84613,           0.0056953,           0.0029894,          0.00065374,           0.0082477,           0.0082477,           0.0082477
                 179,            0.013207,           0.0091697,           0.0060513,             0.97379,             0.95896,             0.96911,             0.84618,            0.005696,           0.0029895,          0.00064655,           0.0082378,           0.0082378,           0.0082378
                 180,             0.01284,           0.0089638,           0.0059808,             0.97417,             0.95886,              0.9691,             0.84584,           0.0056959,           0.0029892,          0.00063625,           0.0082279,           0.0082279,           0.0082279
                 181,            0.013001,           0.0090536,           0.0051707,             0.97422,             0.95854,             0.96911,             0.84584,           0.0056964,           0.0029892,          0.00063137,            0.008218,            0.008218,            0.008218
                 182,            0.012636,           0.0088687,           0.0051811,             0.97383,              0.9585,             0.96903,             0.84564,           0.0056941,           0.0029884,          0.00062788,           0.0082081,           0.0082081,           0.0082081
                 183,             0.01338,           0.0091454,           0.0054123,             0.97493,             0.95764,             0.96904,             0.84483,           0.0056956,           0.0029884,          0.00062472,           0.0081982,           0.0081982,           0.0081982
                 184,             0.01245,           0.0090873,           0.0053391,             0.97443,             0.95798,             0.96904,             0.84497,           0.0056945,           0.0029883,          0.00061873,           0.0081883,           0.0081883,           0.0081883
                 185,            0.013512,           0.0090992,           0.0056517,             0.97439,             0.95803,             0.96904,             0.84474,           0.0056946,            0.002988,          0.00061425,           0.0081784,           0.0081784,           0.0081784
                 186,            0.013197,            0.009193,           0.0057671,             0.97422,             0.95821,             0.96914,             0.84472,           0.0056943,           0.0029881,          0.00061131,           0.0081685,           0.0081685,           0.0081685
                 187,            0.012377,           0.0089661,           0.0052194,             0.97353,             0.95901,             0.96915,             0.84489,           0.0056935,           0.0029877,          0.00060843,           0.0081586,           0.0081586,           0.0081586
                 188,             0.01306,           0.0089344,           0.0053154,             0.97279,             0.95935,             0.96904,             0.84534,           0.0056916,           0.0029876,           0.0006018,           0.0081487,           0.0081487,           0.0081487
                 189,            0.013021,           0.0089567,           0.0050784,             0.97288,             0.95898,             0.96903,             0.84526,           0.0056893,           0.0029872,          0.00060264,           0.0081388,           0.0081388,           0.0081388
                 190,            0.013089,           0.0088876,           0.0052506,             0.97266,             0.95942,             0.96916,              0.8453,           0.0056878,           0.0029869,          0.00060263,           0.0081289,           0.0081289,           0.0081289
                 191,            0.013022,           0.0091057,           0.0056807,             0.97405,             0.95934,             0.96905,             0.84505,           0.0056851,           0.0029866,          0.00060153,            0.008119,            0.008119,            0.008119
                 192,            0.013027,           0.0089042,           0.0053376,             0.97304,             0.96007,             0.96913,             0.84495,           0.0056848,           0.0029868,           0.0006003,           0.0081091,           0.0081091,           0.0081091
                 193,            0.013238,           0.0088908,           0.0053771,             0.97445,             0.95946,              0.9691,             0.84503,           0.0056855,           0.0029863,          0.00060311,           0.0080992,           0.0080992,           0.0080992
                 194,            0.013006,           0.0090766,           0.0050364,             0.97549,             0.95952,             0.96911,             0.84514,           0.0056857,           0.0029862,          0.00060571,           0.0080893,           0.0080893,           0.0080893
                 195,            0.013159,            0.008909,           0.0056208,             0.97637,             0.95942,             0.96911,             0.84512,           0.0056852,            0.002986,          0.00060571,           0.0080794,           0.0080794,           0.0080794
                 196,            0.012309,           0.0086985,           0.0052616,             0.97639,             0.95946,             0.96912,             0.84496,           0.0056849,           0.0029859,          0.00060466,           0.0080695,           0.0080695,           0.0080695
                 197,            0.012966,            0.009043,           0.0053948,             0.97495,             0.95962,             0.96913,             0.84531,           0.0056837,           0.0029854,          0.00060614,           0.0080596,           0.0080596,           0.0080596
                 198,            0.013211,           0.0089402,           0.0054793,             0.97473,             0.95964,             0.96912,             0.84509,           0.0056825,           0.0029854,          0.00060454,           0.0080497,           0.0080497,           0.0080497
                 199,            0.012925,           0.0089377,            0.005396,             0.97675,             0.95948,             0.96916,              0.8453,           0.0056824,           0.0029853,          0.00060252,           0.0080398,           0.0080398,           0.0080398
                 200,            0.012489,           0.0089451,           0.0057184,             0.97613,              0.9595,             0.96906,             0.84532,           0.0056798,           0.0029852,           0.0006006,           0.0080299,           0.0080299,           0.0080299
                 201,            0.012735,           0.0088965,            0.004987,             0.97676,             0.95899,             0.96913,              0.8456,           0.0056785,           0.0029849,          0.00060095,             0.00802,             0.00802,             0.00802
                 202,            0.012882,           0.0089875,           0.0054378,             0.97578,             0.95953,             0.96914,             0.84502,           0.0056787,           0.0029845,           0.0005922,           0.0080101,           0.0080101,           0.0080101
                 203,            0.012535,           0.0089348,           0.0052805,             0.97572,             0.95949,             0.96913,             0.84559,           0.0056777,           0.0029839,           0.0005902,           0.0080002,           0.0080002,           0.0080002
                 204,            0.012926,           0.0091114,           0.0053793,             0.97628,             0.95993,             0.96954,              0.8457,           0.0056764,            0.002984,          0.00058627,           0.0079903,           0.0079903,           0.0079903
                 205,             0.01248,           0.0089768,           0.0050753,             0.97591,             0.95958,             0.96954,             0.84595,           0.0056744,           0.0029836,          0.00058382,           0.0079804,           0.0079804,           0.0079804
                 206,            0.013284,            0.009092,           0.0055354,             0.97538,             0.95964,             0.96954,             0.84585,           0.0056746,            0.002983,          0.00058037,           0.0079705,           0.0079705,           0.0079705
                 207,            0.012173,           0.0088715,           0.0052916,             0.97613,             0.95977,             0.96956,              0.8458,           0.0056756,           0.0029825,          0.00057692,           0.0079606,           0.0079606,           0.0079606
                 208,            0.013067,           0.0090339,           0.0053809,             0.97584,             0.95968,             0.96956,             0.84594,           0.0056779,           0.0029817,          0.00057245,           0.0079507,           0.0079507,           0.0079507
                 209,            0.013163,           0.0088721,           0.0054671,             0.97537,             0.95972,             0.96958,             0.84613,           0.0056783,           0.0029809,          0.00056997,           0.0079408,           0.0079408,           0.0079408
                 210,            0.012675,           0.0088962,           0.0056196,             0.97563,             0.95954,             0.96961,             0.84608,           0.0056776,           0.0029802,          0.00056667,           0.0079309,           0.0079309,           0.0079309
                 211,            0.013105,           0.0090257,           0.0052148,             0.97511,             0.95977,             0.96963,             0.84643,           0.0056768,           0.0029797,          0.00056248,            0.007921,            0.007921,            0.007921
                 212,            0.012573,            0.008831,            0.005328,             0.97491,             0.95981,             0.96965,             0.84563,           0.0056758,           0.0029794,          0.00055792,           0.0079111,           0.0079111,           0.0079111
                 213,            0.012903,           0.0088966,           0.0058062,             0.97493,             0.96025,             0.96965,             0.84546,           0.0056757,           0.0029792,          0.00055513,           0.0079012,           0.0079012,           0.0079012
                 214,            0.013257,           0.0090725,           0.0053088,             0.97542,             0.96049,             0.96966,             0.84558,           0.0056769,           0.0029788,          0.00055137,           0.0078913,           0.0078913,           0.0078913
                 215,            0.013255,           0.0089114,           0.0054581,              0.9754,              0.9606,             0.96973,             0.84589,           0.0056768,           0.0029781,          0.00054931,           0.0078814,           0.0078814,           0.0078814
                 216,            0.012633,           0.0088823,           0.0053134,             0.97539,             0.96052,             0.96974,             0.84586,           0.0056762,           0.0029777,          0.00054461,           0.0078715,           0.0078715,           0.0078715
                 217,            0.013079,           0.0091306,            0.005337,             0.97532,             0.96079,             0.96974,             0.84607,           0.0056768,           0.0029776,          0.00053884,           0.0078616,           0.0078616,           0.0078616
                 218,            0.012234,           0.0089506,           0.0052974,             0.97519,             0.96128,             0.96979,             0.84584,           0.0056762,           0.0029769,           0.0005334,           0.0078517,           0.0078517,           0.0078517
                 219,            0.013052,           0.0089382,           0.0053774,             0.97524,              0.9613,             0.96979,             0.84573,           0.0056754,           0.0029763,          0.00052758,           0.0078418,           0.0078418,           0.0078418
                 220,            0.013228,           0.0088873,           0.0055717,             0.97504,             0.96185,              0.9698,             0.84612,           0.0056747,           0.0029759,          0.00052286,           0.0078319,           0.0078319,           0.0078319
                 221,            0.013296,           0.0091371,           0.0047502,             0.97544,             0.96123,             0.96983,             0.84601,           0.0056712,            0.002975,          0.00051962,            0.007822,            0.007822,            0.007822
                 222,            0.012905,           0.0090152,           0.0056646,             0.97557,              0.9612,             0.96979,             0.84623,           0.0056686,           0.0029744,          0.00051947,           0.0078121,           0.0078121,           0.0078121
                 223,            0.012691,           0.0088981,           0.0048609,             0.97567,             0.96129,             0.96983,             0.84659,           0.0056668,           0.0029736,          0.00051494,           0.0078022,           0.0078022,           0.0078022
                 224,             0.01264,           0.0087706,           0.0051835,             0.97582,             0.96084,             0.96982,             0.84627,           0.0056657,            0.002973,          0.00051038,           0.0077923,           0.0077923,           0.0077923
                 225,            0.013043,           0.0089847,           0.0050689,             0.97563,             0.96073,             0.96985,             0.84654,           0.0056641,           0.0029723,          0.00050884,           0.0077824,           0.0077824,           0.0077824
                 226,            0.013092,           0.0088803,           0.0059232,             0.97583,             0.96126,             0.96989,             0.84671,           0.0056624,           0.0029718,          0.00050564,           0.0077725,           0.0077725,           0.0077725
                 227,            0.012908,           0.0090552,            0.005713,             0.97576,              0.9616,             0.96991,             0.84644,           0.0056615,           0.0029711,          0.00050565,           0.0077626,           0.0077626,           0.0077626
                 228,            0.012612,           0.0089601,           0.0052506,             0.97584,             0.96117,             0.96991,             0.84686,           0.0056623,           0.0029707,          0.00050516,           0.0077527,           0.0077527,           0.0077527
                 229,            0.013803,           0.0091621,           0.0053309,             0.97611,             0.96165,             0.96992,             0.84711,           0.0056625,           0.0029701,          0.00050503,           0.0077428,           0.0077428,           0.0077428
                 230,            0.012618,           0.0088762,           0.0049047,             0.97566,             0.96169,             0.96991,             0.84687,           0.0056608,           0.0029695,          0.00050599,           0.0077329,           0.0077329,           0.0077329
                 231,            0.012493,           0.0091166,           0.0053737,             0.97616,              0.9617,             0.96989,             0.84702,           0.0056607,           0.0029691,          0.00050672,            0.007723,            0.007723,            0.007723
                 232,            0.012273,            0.008855,           0.0052425,             0.97543,             0.96166,              0.9699,             0.84689,           0.0056611,           0.0029686,          0.00050693,           0.0077131,           0.0077131,           0.0077131
                 233,            0.012708,           0.0091398,           0.0051887,             0.97566,             0.96172,             0.96993,             0.84693,           0.0056605,           0.0029683,           0.0005068,           0.0077032,           0.0077032,           0.0077032
                 234,            0.012106,           0.0089203,           0.0047497,             0.97505,             0.96204,             0.96993,             0.84679,           0.0056585,           0.0029679,          0.00050483,           0.0076933,           0.0076933,           0.0076933
                 235,            0.012887,           0.0089464,           0.0053964,             0.97409,              0.9622,             0.96996,             0.84677,           0.0056571,           0.0029676,           0.0005026,           0.0076834,           0.0076834,           0.0076834
                 236,            0.012357,           0.0089397,           0.0044654,             0.97399,             0.96234,             0.96991,             0.84673,           0.0056549,            0.002967,          0.00050146,           0.0076735,           0.0076735,           0.0076735
                 237,            0.013434,           0.0089681,           0.0051099,             0.97456,              0.9623,             0.96992,              0.8469,           0.0056522,           0.0029664,          0.00050035,           0.0076636,           0.0076636,           0.0076636
                 238,            0.012796,           0.0088612,           0.0058267,             0.97557,             0.96205,             0.96992,             0.84703,           0.0056521,            0.002966,          0.00049904,           0.0076537,           0.0076537,           0.0076537
                 239,            0.012073,           0.0088119,           0.0048939,             0.97554,             0.96206,             0.96992,             0.84717,           0.0056529,           0.0029659,          0.00049696,           0.0076438,           0.0076438,           0.0076438
                 240,            0.013028,           0.0088635,           0.0053151,             0.97438,             0.96239,             0.96993,             0.84696,           0.0056521,           0.0029656,          0.00049684,           0.0076339,           0.0076339,           0.0076339
                 241,            0.012681,           0.0089542,           0.0051168,             0.97502,              0.9623,             0.96993,             0.84724,           0.0056511,            0.002965,          0.00049612,            0.007624,            0.007624,            0.007624
                 242,            0.012115,           0.0089476,           0.0047974,             0.97519,             0.96224,             0.96993,              0.8475,           0.0056504,           0.0029646,          0.00049734,           0.0076141,           0.0076141,           0.0076141
                 243,            0.012189,           0.0088172,           0.0051675,             0.97546,             0.96216,             0.96992,              0.8472,           0.0056492,           0.0029641,          0.00049701,           0.0076042,           0.0076042,           0.0076042
                 244,            0.012308,           0.0088794,           0.0050233,             0.97488,             0.96162,             0.96993,              0.8471,           0.0056479,           0.0029636,          0.00049577,           0.0075943,           0.0075943,           0.0075943
                 245,            0.013132,           0.0090443,           0.0046658,             0.97486,              0.9618,             0.96994,             0.84759,           0.0056485,           0.0029633,          0.00049468,           0.0075844,           0.0075844,           0.0075844
                 246,            0.012831,           0.0090875,           0.0052941,             0.97453,             0.96197,             0.96998,             0.84763,           0.0056482,           0.0029632,          0.00049203,           0.0075745,           0.0075745,           0.0075745
                 247,            0.012422,           0.0088081,           0.0047405,             0.97443,             0.96204,             0.97124,             0.84763,           0.0056468,           0.0029629,          0.00049107,           0.0075646,           0.0075646,           0.0075646
                 248,            0.012564,           0.0088099,           0.0047719,             0.97445,             0.96206,             0.97001,             0.84785,           0.0056444,           0.0029626,          0.00048897,           0.0075547,           0.0075547,           0.0075547
                 249,            0.012854,           0.0088304,           0.0049902,             0.97447,             0.96215,             0.97127,             0.84803,           0.0056442,           0.0029623,           0.0004924,           0.0075448,           0.0075448,           0.0075448
                 250,            0.012558,           0.0088067,           0.0050183,             0.97446,             0.96216,             0.97003,             0.84785,           0.0056438,           0.0029621,           0.0004933,           0.0075349,           0.0075349,           0.0075349
                 251,            0.012701,           0.0089438,           0.0053143,             0.97458,             0.96208,             0.97129,             0.84805,            0.005644,           0.0029617,          0.00049069,            0.007525,            0.007525,            0.007525
                 252,            0.012633,           0.0087898,           0.0051493,             0.97451,             0.96219,             0.97008,             0.84786,           0.0056442,           0.0029613,           0.0004879,           0.0075151,           0.0075151,           0.0075151
                 253,            0.012931,           0.0089905,           0.0053581,             0.97454,             0.96204,             0.97008,             0.84793,           0.0056425,           0.0029613,          0.00048551,           0.0075052,           0.0075052,           0.0075052
                 254,            0.012785,           0.0089785,           0.0051929,             0.97446,             0.96212,             0.97133,             0.84824,            0.005642,           0.0029609,          0.00048394,           0.0074953,           0.0074953,           0.0074953
                 255,            0.012878,           0.0088311,           0.0051275,              0.9745,              0.9621,             0.97133,             0.84778,           0.0056422,           0.0029605,          0.00048446,           0.0074854,           0.0074854,           0.0074854
                 256,            0.012751,           0.0089021,            0.005508,             0.97454,             0.96195,             0.97133,              0.8481,           0.0056432,           0.0029604,          0.00048374,           0.0074755,           0.0074755,           0.0074755
                 257,            0.012323,           0.0089227,           0.0047043,             0.97453,             0.96194,              0.9713,             0.84798,           0.0056442,           0.0029603,          0.00048315,           0.0074656,           0.0074656,           0.0074656
                 258,            0.012349,           0.0088625,           0.0046123,             0.97351,             0.96395,             0.97131,             0.84757,            0.005645,           0.0029603,          0.00048498,           0.0074557,           0.0074557,           0.0074557
                 259,            0.013207,           0.0089129,           0.0053109,             0.97353,             0.96398,             0.97128,             0.84756,           0.0056455,           0.0029601,          0.00048621,           0.0074458,           0.0074458,           0.0074458
                 260,            0.012388,           0.0088173,           0.0050528,             0.97343,             0.96424,             0.97132,             0.84737,           0.0056485,           0.0029595,          0.00048542,           0.0074359,           0.0074359,           0.0074359
                 261,            0.012258,           0.0087343,           0.0044931,             0.97302,             0.96388,             0.97131,             0.84713,           0.0056502,            0.002959,          0.00048338,            0.007426,            0.007426,            0.007426
                 262,            0.012308,           0.0087149,           0.0050225,             0.97297,              0.9639,             0.97131,             0.84727,           0.0056524,           0.0029587,          0.00048136,           0.0074161,           0.0074161,           0.0074161
                 263,            0.012544,           0.0088834,           0.0052837,             0.97349,             0.96395,              0.9713,             0.84716,           0.0056536,           0.0029583,          0.00047877,           0.0074062,           0.0074062,           0.0074062
                 264,            0.012521,           0.0089986,           0.0055184,              0.9727,             0.96468,             0.97131,             0.84726,           0.0056531,            0.002958,          0.00047606,           0.0073963,           0.0073963,           0.0073963
                 265,            0.012455,           0.0089311,           0.0053916,             0.97413,             0.96342,             0.97125,             0.84679,           0.0056553,            0.002958,          0.00047252,           0.0073864,           0.0073864,           0.0073864
                 266,            0.012737,           0.0087185,           0.0053372,             0.97332,             0.96463,              0.9712,              0.8471,           0.0056559,           0.0029578,          0.00047029,           0.0073765,           0.0073765,           0.0073765
                 267,            0.012656,            0.008837,           0.0048721,             0.97333,             0.96476,              0.9712,             0.84755,            0.005656,           0.0029578,          0.00046902,           0.0073666,           0.0073666,           0.0073666
                 268,            0.012606,           0.0088509,            0.005422,             0.97272,             0.96443,             0.97119,             0.84714,           0.0056581,           0.0029578,          0.00046673,           0.0073567,           0.0073567,           0.0073567
                 269,            0.012355,           0.0088229,           0.0047535,             0.97257,             0.96503,             0.97123,             0.84735,           0.0056589,           0.0029577,          0.00046507,           0.0073468,           0.0073468,           0.0073468
                 270,            0.012716,           0.0088938,           0.0050295,              0.9725,             0.96514,             0.97123,             0.84736,           0.0056573,           0.0029577,          0.00046376,           0.0073369,           0.0073369,           0.0073369
                 271,            0.012765,           0.0089433,           0.0050001,             0.97375,             0.96472,             0.97121,             0.84719,           0.0056573,           0.0029572,          0.00046597,            0.007327,            0.007327,            0.007327
                 272,            0.012066,           0.0086715,           0.0048722,             0.97293,             0.96505,             0.97121,             0.84775,           0.0056575,           0.0029566,          0.00046698,           0.0073171,           0.0073171,           0.0073171
                 273,            0.011983,           0.0087937,           0.0047588,             0.97283,             0.96507,             0.97123,             0.84785,           0.0056576,           0.0029562,          0.00046952,           0.0073072,           0.0073072,           0.0073072
                 274,            0.013199,           0.0089055,           0.0053141,             0.97294,             0.96506,             0.97123,             0.84754,           0.0056592,           0.0029557,          0.00047207,           0.0072973,           0.0072973,           0.0072973
                 275,            0.013157,           0.0090129,           0.0053387,             0.97334,             0.96551,             0.97124,             0.84729,           0.0056558,           0.0029553,          0.00047238,           0.0072874,           0.0072874,           0.0072874
                 276,            0.012038,           0.0088632,           0.0055292,             0.97338,             0.96554,             0.97125,             0.84733,           0.0056553,           0.0029549,          0.00047239,           0.0072775,           0.0072775,           0.0072775
                 277,            0.012677,           0.0088061,           0.0057675,             0.97351,             0.96552,             0.97123,             0.84766,           0.0056552,           0.0029547,          0.00046886,           0.0072676,           0.0072676,           0.0072676
                 278,            0.012819,            0.008922,           0.0049416,             0.97351,             0.96545,             0.97124,             0.84745,           0.0056565,           0.0029544,          0.00046795,           0.0072577,           0.0072577,           0.0072577
                 279,            0.012767,           0.0089069,           0.0050407,             0.97345,             0.96549,             0.97128,             0.84739,           0.0056539,           0.0029541,          0.00046536,           0.0072478,           0.0072478,           0.0072478
                 280,             0.01303,           0.0089404,           0.0048338,             0.97354,             0.96534,             0.97129,             0.84744,           0.0056521,            0.002954,          0.00046349,           0.0072379,           0.0072379,           0.0072379
                 281,            0.011837,           0.0088053,            0.005141,             0.97333,             0.96541,             0.97126,             0.84759,           0.0056527,           0.0029536,           0.0004632,            0.007228,            0.007228,            0.007228
                 282,            0.012937,           0.0088002,           0.0049961,              0.9735,             0.96511,             0.97128,             0.84788,           0.0056519,           0.0029529,          0.00046285,           0.0072181,           0.0072181,           0.0072181
                 283,            0.012561,           0.0087646,           0.0050072,              0.9735,             0.96511,             0.97129,             0.84778,           0.0056523,           0.0029521,          0.00046173,           0.0072082,           0.0072082,           0.0072082
                 284,            0.012592,           0.0088026,           0.0051478,             0.97338,             0.96507,             0.97127,             0.84801,           0.0056517,           0.0029512,          0.00046052,           0.0071983,           0.0071983,           0.0071983
                 285,            0.011754,           0.0087971,           0.0050518,             0.97315,             0.96508,             0.97129,             0.84802,           0.0056539,           0.0029508,          0.00046132,           0.0071884,           0.0071884,           0.0071884
                 286,            0.012365,           0.0087436,           0.0052696,             0.97319,             0.96509,              0.9713,             0.84792,           0.0056548,             0.00295,           0.0004594,           0.0071785,           0.0071785,           0.0071785
                 287,            0.012053,           0.0089112,           0.0050748,             0.97337,             0.96505,             0.97127,             0.84811,           0.0056545,           0.0029494,          0.00045875,           0.0071686,           0.0071686,           0.0071686
                 288,            0.012002,           0.0085875,           0.0050668,             0.97339,             0.96506,             0.97127,             0.84813,           0.0056546,            0.002949,          0.00045921,           0.0071587,           0.0071587,           0.0071587
                 289,            0.012143,           0.0087683,           0.0048406,             0.97339,             0.96507,             0.97126,             0.84841,           0.0056542,           0.0029489,          0.00045946,           0.0071488,           0.0071488,           0.0071488
                 290,            0.012038,           0.0087295,           0.0047595,              0.9732,             0.96509,             0.97129,             0.84871,           0.0056534,           0.0029487,          0.00045916,           0.0071389,           0.0071389,           0.0071389
                 291,            0.012518,           0.0088641,           0.0055036,             0.97358,             0.96517,              0.9713,             0.84851,           0.0056528,            0.002948,          0.00045739,            0.007129,            0.007129,            0.007129
                 292,            0.011969,           0.0086085,           0.0048433,             0.97337,             0.96571,             0.97127,             0.84856,           0.0056547,           0.0029479,          0.00045534,           0.0071191,           0.0071191,           0.0071191
                 293,            0.012181,            0.008829,           0.0049311,             0.97344,              0.9657,             0.97126,             0.84824,           0.0056545,           0.0029476,          0.00045491,           0.0071092,           0.0071092,           0.0071092
                 294,             0.01243,            0.008836,           0.0054283,             0.97335,             0.96583,             0.97125,             0.84836,           0.0056539,           0.0029475,          0.00045401,           0.0070993,           0.0070993,           0.0070993
                 295,            0.012819,           0.0088453,           0.0045623,             0.97334,             0.96585,             0.97127,             0.84742,           0.0056549,           0.0029473,          0.00045174,           0.0070894,           0.0070894,           0.0070894
                 296,             0.01264,           0.0087998,           0.0050282,             0.97334,             0.96589,             0.97126,             0.84785,            0.005656,           0.0029471,          0.00044967,           0.0070795,           0.0070795,           0.0070795
                 297,            0.012992,           0.0087131,           0.0048953,             0.97334,             0.96595,             0.97128,             0.84795,           0.0056552,           0.0029467,          0.00044865,           0.0070696,           0.0070696,           0.0070696
                 298,            0.012432,           0.0087775,           0.0051915,             0.97333,             0.96594,             0.97126,             0.84814,           0.0056556,           0.0029461,          0.00044698,           0.0070597,           0.0070597,           0.0070597
                 299,             0.01232,           0.0088222,           0.0053191,             0.97333,              0.9659,             0.97124,             0.84845,           0.0056542,           0.0029458,          0.00044578,           0.0070498,           0.0070498,           0.0070498
                 300,            0.012159,            0.008844,           0.0049723,             0.97335,             0.96587,             0.97124,             0.84867,           0.0056553,           0.0029448,          0.00044394,           0.0070399,           0.0070399,           0.0070399
                 301,            0.011844,           0.0087556,           0.0051975,             0.97331,             0.96592,             0.97125,             0.84863,           0.0056557,           0.0029443,          0.00044278,             0.00703,             0.00703,             0.00703
                 302,            0.011938,           0.0088289,           0.0043388,             0.97334,             0.96589,             0.97123,             0.84875,           0.0056561,           0.0029439,          0.00044146,           0.0070201,           0.0070201,           0.0070201
                 303,            0.011993,           0.0087629,           0.0044956,             0.97341,             0.96588,             0.97123,             0.84869,           0.0056572,           0.0029437,          0.00044109,           0.0070102,           0.0070102,           0.0070102
                 304,             0.01201,           0.0087198,           0.0049125,             0.97348,             0.96591,             0.97125,             0.84856,           0.0056552,           0.0029432,          0.00044033,           0.0070003,           0.0070003,           0.0070003
                 305,            0.012579,           0.0086764,           0.0051002,             0.97371,             0.96624,             0.97128,             0.84849,           0.0056529,            0.002943,          0.00043966,           0.0069904,           0.0069904,           0.0069904
                 306,            0.012572,           0.0087126,           0.0049225,             0.97371,             0.96634,             0.97126,             0.84872,           0.0056523,           0.0029426,          0.00044321,           0.0069805,           0.0069805,           0.0069805
                 307,            0.013103,           0.0088622,           0.0052526,             0.97331,             0.96601,             0.97127,             0.84896,           0.0056507,           0.0029423,          0.00044671,           0.0069706,           0.0069706,           0.0069706
                 308,            0.012157,           0.0087985,           0.0044039,             0.97331,             0.96626,             0.97127,             0.84833,           0.0056508,           0.0029418,          0.00045141,           0.0069607,           0.0069607,           0.0069607
                 309,            0.012557,           0.0087489,            0.004849,             0.97371,             0.96685,              0.9713,             0.84832,           0.0056512,           0.0029415,          0.00045508,           0.0069508,           0.0069508,           0.0069508
                 310,             0.01243,           0.0086947,           0.0053249,             0.97374,               0.966,             0.97132,             0.84857,           0.0056496,           0.0029414,          0.00045612,           0.0069409,           0.0069409,           0.0069409
